Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,Education level,Reporting Type,Units,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,ISO3
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",8,Albania,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,68.32714,83.92435,100,,ALB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",8,Albania,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,46.76692,50.70873,56.81391,,ALB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",8,Albania,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,74.40217,85.90034,100,,ALB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",8,Albania,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,76.19048,90.90909,90.94567,100,,ALB
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",12,Algeria,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,59.89676,,DZA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",12,Algeria,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,5.32541,,DZA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",12,Algeria,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,64.2896,,DZA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",12,Algeria,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,73.36667,,DZA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",20,Andorra,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",20,Andorra,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",20,Andorra,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",20,Andorra,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",24,Angola,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,13.22609,,,,,,AGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",24,Angola,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,2.70028,,,,,,AGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",24,Angola,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,16.74672,,,,,,AGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",24,Angola,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,25.64972,,,,,,AGO
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",660,Anguilla,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,,,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",660,Anguilla,PRIMAR,G,PERCENT,,,,,,,,,,,75,,,,,,,,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",660,Anguilla,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,,,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",660,Anguilla,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,,,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",28,Antigua and Barbuda,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,90.90909,100,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",28,Antigua and Barbuda,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,90,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",28,Antigua and Barbuda,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,90.90909,100,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",28,Antigua and Barbuda,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,90.90909,100,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",32,Argentina,LOWSEC,G,PERCENT,,,,,,,,,,29.84329,,,,,,53.99522,53.48644,53.12038,53.74403,61.44614,,,ARG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",32,Argentina,PRIMAR,G,PERCENT,,,,,,,,,,16.9739,,,,,,37.02269,38.33734,39.98208,42.55349,51.15285,,,ARG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",32,Argentina,SECOND,G,PERCENT,,,,,,,,,,36.46059,,,,,,56.00938,55.51769,54.86593,55.20431,62.77752,,,ARG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",32,Argentina,UPPSEC,G,PERCENT,,,,,,,,,,47.4126,,,,,,58.34431,57.8245,56.82104,56.81316,64.23756,,,ARG
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",51,Armenia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,ARM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",51,Armenia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,ARM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",51,Armenia,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,ARM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",51,Armenia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,100,100,,ARM
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",36,Australia,LOWSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,AUS
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",36,Australia,PRIMAR,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,AUS
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",36,Australia,SECOND,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,AUS
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",36,Australia,UPPSEC,G,PERCENT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,AUS
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",53,Australia and New Zealand,LOWSEC,G,PERCENT,96.62302,96.6221,96.62213,96.62121,96.62128,96.62045,96.61994,96.61878,96.61779,96.61755,96.62523,96.62133,96.61726,96.61443,96.61252,96.6112,96.60982,96.54897,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",53,Australia and New Zealand,PRIMAR,G,PERCENT,92.37844,92.37617,92.37927,92.37548,92.378,92.38052,92.37586,92.3622,92.32946,92.31988,92.30948,92.29297,92.33287,92.19669,92.07317,91.95851,91.84276,91.72678,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",53,Australia and New Zealand,UPPSEC,G,PERCENT,98.29242,98.29201,98.29202,98.29164,98.29145,98.29125,98.2908,98.29004,98.2895,98.28958,98.29614,98.29418,98.29209,98.29415,98.29664,98.29938,98.30348,98.28912,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",31,Azerbaijan,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,52.66731,56.57448,57.56987,58.52356,64.61875,,AZE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",31,Azerbaijan,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,49.19319,52.53819,53.62776,54.49426,60.36544,,AZE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",31,Azerbaijan,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,56.60707,60.59954,61.67922,62.64283,68.28253,,AZE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",31,Azerbaijan,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,61.5083,65.60145,66.77721,67.75068,72.81466,,AZE
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",48,Bahrain,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",48,Bahrain,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",48,Bahrain,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",48,Bahrain,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",50,Bangladesh,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,32.41055,34.21206,37.63778,38.33604,,BGD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",50,Bangladesh,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,,,49.297,,BGD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",50,Bangladesh,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,33.8064,35.26625,37.63898,40.00284,,BGD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",50,Bangladesh,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,35.15158,36.24928,37.63996,41.51181,,BGD
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",112,Belarus,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,85.48993,88.8424,90.74874,99.47989,99.61336,,BLR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",112,Belarus,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,80.93287,84.77141,87.00696,99.4929,99.58749,,BLR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",112,Belarus,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,85.99043,89.30381,91.33462,99.42824,99.57364,,BLR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",112,Belarus,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,86.57611,89.84153,92.01505,99.36521,99.52484,,BLR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",56,Belgium,LOWSEC,G,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,BEL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",56,Belgium,PRIMAR,G,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,BEL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",56,Belgium,SECOND,G,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,BEL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",56,Belgium,UPPSEC,G,PERCENT,,,,,,,,,,,,,100,100,100,100,100,100,100,,,,BEL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",204,Benin,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,3.9267,,BEN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",60,Bermuda,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",60,Bermuda,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",60,Bermuda,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",60,Bermuda,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,,,,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",64,Bhutan,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,,,99.24812,,BTN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",64,Bhutan,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,45.48193,,,51.62338,,61.42132,,BTN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",64,Bhutan,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,,,98.60465,,BTN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",64,Bhutan,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,96.55172,,,95.16129,,97.56098,,BTN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",68,Bolivia (Plurinational State of),LOWSEC,G,PERCENT,,,,,,,,,,,,,,16.53392,,,,,,,,,BOL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",68,Bolivia (Plurinational State of),PRIMAR,G,PERCENT,,,,,,,,,,,,,,7.52028,,,,,,,,,BOL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",68,Bolivia (Plurinational State of),SECOND,G,PERCENT,,,,,,,,,,,,,,18.87343,,,,,,,,,BOL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",68,Bolivia (Plurinational State of),UPPSEC,G,PERCENT,,,,,,,,,,,,,,22.13317,,,,,,,,,BOL
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",72,Botswana,LOWSEC,G,PERCENT,,,,,,,,,,,,,99.51923,,,,,,,,,,BWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",72,Botswana,SECOND,G,PERCENT,,,,,,,,,,,,,86.28159,,,,,,,,,,BWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",72,Botswana,UPPSEC,G,PERCENT,,,,,,,,,,,,,46.37681,,,,,,,,,,BWA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",76,Brazil,LOWSEC,G,PERCENT,,,,,,,,,,,61.55346,,,,,,,79.49482,,,,,BRA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",76,Brazil,PRIMAR,G,PERCENT,,,,,,,,,,,31.51252,,,,,,,62.04365,,,,,BRA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",76,Brazil,SECOND,G,PERCENT,,,,,,,,,,,68.97841,,,,,,,83.21092,,,,,BRA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",76,Brazil,UPPSEC,G,PERCENT,,,,,,,,,,,86.51168,,,,,,,91.32993,,,,,BRA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",92,British Virgin Islands,LOWSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,100,85.71429,85.71429,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",92,British Virgin Islands,PRIMAR,G,PERCENT,,,,,,,,,,,100,,,,,,62.96296,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",92,British Virgin Islands,SECOND,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,100,86.66667,86.66667,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",92,British Virgin Islands,UPPSEC,G,PERCENT,,,,,,,,,,,100,,,,,,100,100,100,87.5,87.5,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",854,Burkina Faso,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,2.57815,,1.81277,1.51976,1.50718,,BFA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",854,Burkina Faso,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,0,,0.13963,0.22809,4.73659,,BFA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",854,Burkina Faso,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,2.57757,,1.61774,1.40383,1.38817,,BFA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",854,Burkina Faso,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,2.5759,,1.06789,1.10605,1.08761,,BFA
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",108,Burundi,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,0,0,,0,,,BDI
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",108,Burundi,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,0,0,0,0,,,BDI
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",108,Burundi,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,0.69109,0.69686,,,,,BDI
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",108,Burundi,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,6.84932,6.84932,6.84932,,,,BDI
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",132,Cabo Verde,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",132,Cabo Verde,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,9.46602,15.85366,29.1358,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",132,Cabo Verde,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",132,Cabo Verde,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,,100,,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",120,Cameroon,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,19.25515,,,,,,CMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",120,Cameroon,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,23.10157,,,,,,CMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",120,Cameroon,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,29.03094,,,,25.31167,,CMR
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",136,Cayman Islands,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",136,Cayman Islands,PRIMAR,G,PERCENT,,,,,,,,,,,76.92308,,,,,,,,100,,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",136,Cayman Islands,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,,,100,,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",136,Cayman Islands,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,100,,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",62,Central and Southern Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,27.29356,27.57776,30.51817,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",62,Central and Southern Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,,,17.6906,18.20911,19.9658,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",62,Central and Southern Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,44.61599,44.29839,48.44637,48.4115,52.64608,57.68137,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",143,Central Asia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,71.85323,72.06583,71.216,70.92158,70.48832,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",143,Central Asia,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,71.76503,71.96502,71.11833,70.05939,76.50041,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",143,Central Asia,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,,,70.7606,73.86453,78.02536,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",156,China,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,97.3285,98.39019,98.63953,98.9631,99.07469,,CHN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",156,China,PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,85.60399,92.51603,96.2499,97.81782,98.42895,,CHN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",156,China,SECOND,G,PERCENT,,,,,,,,,,,,,,,,,96.9274,97.95665,98.10956,98.39364,98.44226,,CHN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",156,China,UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,95.96748,97.02587,96.97433,97.15847,97.06347,,CHN
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",344,"China, Hong Kong Special Administrative Region",LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,94.11765,95.3411,95.19071,95.88336,96.52778,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",344,"China, Hong Kong Special Administrative Region",PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,99.20509,98.89241,99.21753,99.3808,99.5356,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",344,"China, Hong Kong Special Administrative Region",SECOND,G,PERCENT,,,,,,,,,,,,,,,,,94.10802,95.33333,95.18272,95.60068,95.97947,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",344,"China, Hong Kong Special Administrative Region",UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,94.09836,95.32554,95.17471,95.32554,95.44688,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",446,"China, Macao Special Administrative Region",LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",446,"China, Macao Special Administrative Region",PRIMAR,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",446,"China, Macao Special Administrative Region",SECOND,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",446,"China, Macao Special Administrative Region",UPPSEC,G,PERCENT,,,,,,,,,,,,,,,,,100,100,100,100,100,,
4,4.a,4.a.1,SE_ACS_INTNT,"Proportion of schools with access to the internet for pedagogical purposes, by education level (%)",170,Colombia,LOWSEC,G,PERCENT,,,,,,,,,,,,,,,,,76.1041,67.51398,,,68.94616,,COL
